,Cooling System 1 Flow,Fuel System 2  Injector Flow,Cooling System 2 Flow,Fuel System 1  Injector Flow,Fuel System 2  Service Flow,Fuel System 1  Service Flow,Fuel System 1  HP Relief Flow,Fuel System 2  HP Relief Flow
1201,6.446,7.154,6.666,6.896,10.522,11.111,5.88,6.899
1202,6.255,7.154,6.452,6.668,10.522,10.524,5.88,6.899
1203,6.255,7.154,6.452,6.668,10.533,10.524,5.882,6.899
1204,6.255,7.139,6.452,6.668,10.533,11.114,5.882,6.668
1205,6.452,7.139,6.495,7.142,10.526,11.114,5.882,6.668
1206,6.452,7.139,6.495,7.142,10.526,10.522,5.882,6.668
1207,6.452,7.148,6.495,6.896,10.52,11.111,6.06,6.894
1208,6.25,7.148,6.618,6.896,10.52,11.111,6.06,6.894
1209,6.25,7.148,6.618,6.896,11.061,10.531,6.06,6.894
1210,6.25,7.408,6.618,7.147,10.579,10.531,6.063,6.668
1211,6.451,7.408,6.668,7.147,10.579,11.109,6.063,6.668
1212,6.451,7.143,6.668,7.147,10.518,11.109,6.063,6.668
1213,6.451,7.143,6.668,6.894,10.518,10.531,5.882,6.667
1214,6.451,7.143,6.668,6.894,10.535,10.531,5.882,6.667
1215,6.252,7.143,6.449,6.894,10.535,11.106,5.882,6.667
1216,6.252,7.143,6.449,6.897,10.528,11.106,5.882,6.642
1217,6.252,7.143,6.449,6.897,10.528,10.526,6.06,6.642
1218,6.25,7.406,6.668,6.897,10.52,11.114,6.06,6.642
1219,6.25,7.406,6.668,6.895,10.52,11.114,6.06,6.691
1220,6.25,7.406,6.668,6.895,10.528,11.111,6.061,6.691
1221,6.455,7.407,6.454,6.895,10.528,11.111,6.061,6.691
1222,6.455,7.407,6.454,6.899,10.528,10.524,6.061,6.667
1223,6.455,7.403,6.454,6.899,10.528,10.524,6.061,6.667
1224,6.246,7.403,6.45,6.899,10.522,11.114,6.061,6.667
1225,6.246,7.403,6.45,6.897,10.522,11.114,6.061,6.897
1226,6.249,7.406,6.451,6.896,10.071,10.524,6.109,6.456
1227,6.251,7.406,6.451,6.896,10.071,10.524,6.061,6.661
1228,6.251,7.406,6.451,6.896,10.071,10.524,6.061,6.661
1229,6.251,7.406,6.451,6.896,10.071,10.524,6.061,6.661
1230,6.251,7.406,6.451,6.896,11.104,11.118,6.061,6.661
1231,6.251,7.406,6.451,6.896,11.104,11.118,6.061,6.661
1232,6.251,7.142,6.452,6.668,11.104,11.118,6.061,6.661
1233,6.251,7.142,6.452,6.668,11.104,11.118,6.061,6.661
1234,6.251,7.142,6.452,6.668,11.104,10.522,6.061,6.662
1235,6.45,7.142,6.452,6.668,10.535,10.522,6.063,6.662
1236,6.45,7.142,6.452,6.668,10.535,10.522,6.063,6.662
1237,6.45,7.142,6.452,6.668,10.535,10.522,6.063,6.662
1238,6.45,7.142,6.452,6.668,10.535,10.522,6.063,6.662
1239,6.45,7.143,6.668,6.668,10.535,11.106,6.063,6.662
1240,6.45,7.143,6.668,6.668,10.522,11.106,6.063,6.662
1241,6.45,7.143,6.668,6.668,10.522,11.106,6.063,6.899
1242,6.45,7.143,6.668,6.668,10.522,11.106,6.063,6.899
1243,6.251,7.143,6.668,6.668,10.522,10.526,6.058,6.899
1244,6.251,7.143,6.668,6.668,10.522,10.526,6.058,6.899
1245,6.251,7.143,6.668,6.668,10.526,10.526,6.058,6.899
1246,6.251,7.146,6.668,6.668,10.526,10.526,6.058,6.899
1247,6.251,7.146,6.452,6.668,10.526,10.526,6.058,6.899
1248,6.251,7.146,6.452,6.88,10.526,11.114,6.058,6.899
1249,6.251,7.146,6.452,6.88,10.526,11.114,6.058,6.667
1250,6.251,7.146,6.452,6.88,10.531,11.114,6.058,6.667
1251,6.25,7.146,6.452,6.88,10.531,11.114,6.058,6.667
1252,6.25,7.146,6.452,6.88,10.531,11.114,5.884,6.667
1253,6.25,7.146,6.452,6.88,10.531,10.526,5.884,6.667
1254,6.25,7.143,6.452,6.9,10.524,10.526,5.884,6.667
1255,6.25,7.143,6.452,6.9,10.524,11.111,5.884,6.897
1256,6.249,7.142,6.452,6.9,10.52,11.111,5.881,6.897
1257,6.249,7.142,6.661,6.674,10.52,10.526,5.881,6.897
1258,6.249,7.142,6.661,6.674,10.537,10.526,5.881,6.668
1259,6.253,7.352,6.661,6.674,10.537,11.111,5.881,6.668
1260,6.253,7.352,6.455,6.897,10.52,11.111,5.883,6.668
1261,6.253,7.352,6.455,6.897,10.52,10.528,5.883,6.481
1262,6.45,7.193,6.455,6.897,10.524,10.528,5.883,6.481
1263,6.45,7.193,6.665,6.895,10.524,10.528,5.883,6.481
1264,6.45,7.193,6.665,6.895,10.533,10.528,5.883,6.636
1265,6.25,7.407,6.665,6.895,10.52,11.106,5.883,6.636
1266,6.25,7.407,6.668,6.899,10.52,11.063,5.883,6.636
1267,6.25,7.144,6.668,6.899,10.526,11.063,6.061,6.667
1268,6.25,7.144,6.668,6.899,10.526,10.572,6.061,6.667
1269,6.451,7.144,6.668,6.897,10.531,10.572,6.061,6.667
1270,6.451,7.406,6.453,6.897,10.531,11.099,6.06,6.896
1271,6.451,7.406,6.453,6.897,10.524,11.099,6.06,6.896
1272,6.25,7.406,6.453,6.667,10.524,10.539,6.06,6.896
1273,6.25,7.144,6.452,6.667,10.528,10.539,6.25,7.141
1274,6.25,7.144,6.452,6.667,10.528,11.111,6.25,7.141
1275,6.25,7.144,6.452,6.897,11.111,11.111,6.25,7.141
1276,6.25,7.408,6.666,6.897,11.111,11.111,6.061,6.668
1277,6.25,7.408,6.666,6.897,10.524,10.526,6.061,6.668
1278,6.25,7.143,6.666,6.667,10.524,10.526,6.061,6.668
1279,6.25,7.143,6.455,6.667,10.528,11.111,6.061,6.664
1280,6.25,7.143,6.455,6.667,10.528,11.111,5.883,6.664
1281,6.25,7.406,6.455,7.142,10.526,10.528,5.883,6.898
1282,6.25,7.406,6.448,7.142,10.52,10.528,5.883,6.898
1283,6.25,7.406,6.448,7.142,10.52,11.109,5.714,6.898
1284,6.25,7.142,6.448,6.73,10.533,11.109,5.714,6.669
1285,6.251,7.142,6.667,6.73,10.533,10.528,5.714,6.669
1286,6.251,7.142,6.667,7.075,10.524,10.528,5.714,6.669
1287,6.452,7.144,6.667,7.075,10.524,10.982,6.059,6.668
1288,6.452,7.144,6.453,7.075,10.528,10.982,6.059,6.668
1289,6.452,7.388,6.453,6.896,10.528,10.647,6.059,6.668
1290,6.452,7.388,6.453,6.896,10.528,10.524,5.882,6.665
1291,6.248,7.388,6.449,6.896,10.528,10.524,5.882,6.665
1292,6.248,7.429,6.449,6.896,10.52,11.111,5.882,6.665
1293,6.248,7.429,6.449,6.896,10.52,11.111,6.061,6.668
1294,6.252,7.429,6.667,6.896,10.528,10.524,6.061,6.668
1295,6.252,7.39,6.667,6.668,10.528,10.524,6.061,6.668
1296,6.252,7.39,6.667,6.668,10.533,11.116,6.061,6.664
1297,6.25,7.39,6.452,6.668,10.533,11.116,5.884,6.664
1298,6.25,7.158,6.452,7.141,10.522,10.526,5.884,6.664
1299,6.25,7.158,6.452,7.141,11.104,10.526,5.884,6.665
1300,6.251,7.399,6.667,7.141,11.104,11.111,5.882,6.665
1301,6.251,7.399,6.667,6.897,10.535,11.109,5.882,6.665
1302,6.251,7.399,6.667,6.897,10.535,11.109,5.882,6.897
1303,6.251,7.415,6.668,6.897,10.539,11.065,5.882,6.897
1304,6.45,7.415,6.668,6.899,10.539,11.065,5.882,6.897
1305,6.45,7.415,6.668,6.899,10.511,10.57,5.882,6.897
1306,6.45,7.143,6.668,6.899,10.511,10.57,5.882,6.897
1307,6.25,7.143,6.668,6.895,10.528,11.101,5.882,6.897
1308,6.25,7.143,6.668,6.895,10.528,11.101,5.882,6.897
1309,6.25,7.408,6.45,7.143,10.522,11.114,5.882,6.897
1310,6.251,7.408,6.45,7.143,10.522,11.114,5.881,6.897
1311,6.251,7.406,6.45,7.143,10.528,11.023,5.881,6.669
1312,6.251,7.406,6.665,6.896,10.528,10.605,5.881,6.669
1313,6.249,7.406,6.665,6.896,11.085,10.605,6.25,6.669
1314,6.249,7.408,6.665,6.896,11.085,11.116,6.25,6.897
1315,6.249,7.408,6.666,6.898,10.548,11.116,6.25,6.897
1316,6.452,7.408,6.666,6.898,10.528,10.522,6.25,6.897
1317,6.452,7.408,6.666,6.898,10.528,10.522,6.063,6.666
1318,6.452,7.408,6.452,6.665,10.528,11.109,6.063,6.666
1319,6.25,7.404,6.452,6.665,10.528,11.109,6.063,6.666
1320,6.25,7.404,6.452,6.665,10.52,10.528,5.883,6.896
1321,6.25,7.404,6.452,6.894,10.52,10.528,5.883,6.896
1322,6.25,7.144,6.452,6.894,11.116,11.114,5.883,6.896
1323,6.251,7.144,6.452,6.894,11.116,11.114,6.056,6.896
1324,6.251,7.144,6.452,6.897,10.524,10.526,6.056,6.896
1325,6.251,7.143,6.451,6.897,10.524,11.111,6.056,6.896
1326,6.452,7.143,6.451,6.897,10.528,11.111,6.056,6.668
1327,6.452,7.143,6.451,6.897,10.528,10.526,5.885,6.668
1328,6.452,7.145,6.65,6.897,10.528,10.526,5.885,6.668
1329,6.249,7.145,6.65,6.897,10.528,11.087,5.885,6.894
1330,6.249,7.406,6.65,6.668,11.097,11.087,6.06,6.894
1331,6.249,7.406,6.47,6.668,10.537,10.548,6.06,6.894
1332,6.25,7.406,6.47,6.668,10.537,10.548,6.06,6.67
1333,6.25,7.145,6.47,6.897,10.522,11.106,6.06,6.67
1334,6.25,7.145,6.451,6.897,10.522,11.106,5.716,6.67
1335,6.252,7.145,6.451,6.897,10.526,10.526,5.716,6.666
1336,6.252,7.142,6.451,6.894,10.526,11.118,5.716,6.666
1337,6.252,7.142,6.667,6.894,10.535,11.118,5.883,6.666
1338,6.252,7.142,6.667,6.894,10.535,10.522,5.883,6.897
1339,6.249,7.408,6.667,6.897,10.528,10.522,5.883,6.897
1340,6.249,7.408,6.452,6.897,10.528,10.528,5.873,6.897
1341,6.249,7.408,6.452,6.897,10.518,10.528,5.873,6.66
1342,6.452,7.141,6.452,6.849,10.518,11.114,5.873,6.66
1343,6.452,7.141,6.452,6.849,10.526,11.114,5.873,6.66
1344,6.452,7.141,6.452,6.945,10.526,10.524,6.068,6.672
1345,6.249,7.141,6.452,6.945,10.535,10.524,6.068,6.672
1346,6.249,7.141,6.449,6.945,10.535,11.104,6.068,6.672
1347,6.249,7.41,6.449,6.668,10.516,11.104,5.883,6.897
1348,6.452,7.41,6.449,6.668,10.516,10.531,5.883,6.897
1349,6.452,7.41,6.666,6.668,10.535,11.101,5.883,6.896
1350,6.452,7.367,6.666,6.668,10.526,11.101,6.058,6.896
1351,6.248,7.367,6.666,6.668,10.526,10.537,6.058,6.896
1352,6.248,7.367,6.452,6.668,11.089,10.537,6.058,6.896
1353,6.248,7.182,6.452,6.667,11.089,11.116,6.058,6.896
1354,6.452,7.182,6.452,6.667,10.539,11.116,5.885,6.896
1355,6.452,7.143,6.667,6.667,10.539,10.524,5.885,6.9
1356,6.452,7.143,6.667,6.894,10.531,10.524,5.885,6.9
1357,6.251,7.143,6.667,6.894,10.531,11.116,6.061,6.9
1358,6.251,6.897,6.665,6.894,10.52,11.116,6.061,6.666
1359,6.251,6.897,6.665,6.895,10.52,11.104,6.061,6.666
1360,6.251,6.897,6.665,6.895,10.531,11.104,6.058,6.666
1361,6.451,7.143,6.453,6.895,10.531,10.531,6.058,6.897
1362,6.451,7.143,6.453,6.902,10.522,10.711,6.058,6.897
1363,6.451,7.143,6.453,6.902,10.522,10.711,6.058,6.897
1364,6.252,7.143,6.452,6.902,10.526,10.905,6.063,6.668
1365,6.252,7.143,6.452,6.893,11.116,10.905,6.063,6.668
1366,6.252,7.143,6.452,6.893,11.116,11.121,6.063,6.668
1367,6.249,7.141,6.665,6.893,10.522,11.121,6.058,6.664
1368,6.249,7.141,6.665,6.9,10.522,10.526,6.058,6.664
1369,6.249,7.074,6.665,6.9,10.533,10.526,6.058,6.664
1370,6.25,7.074,6.453,6.9,10.533,11.106,6.253,6.667
1371,6.25,7.074,6.453,6.664,10.526,11.106,6.253,6.667
1372,6.25,7.214,6.453,6.664,10.526,10.961,6.253,6.667
1373,6.451,7.214,6.668,6.664,10.522,10.667,6.253,6.668
1374,6.451,7.214,6.668,6.898,10.522,10.667,5.883,6.668
1375,6.451,7.407,6.668,6.898,10.528,10.526,5.883,6.668
1376,6.25,7.407,6.668,6.898,10.528,10.526,5.883,6.664
1377,6.25,7.407,6.449,6.668,10.526,11.111,6.057,6.664
1378,6.25,7.145,6.449,6.668,10.526,11.111,6.057,6.664
1379,6.25,7.145,6.449,6.668,10.312,10.524,6.057,6.668
1380,6.251,7.395,6.668,6.897,10.312,10.524,6.031,6.668
1381,6.251,7.395,6.668,6.897,10.754,11.118,6.031,6.668
1382,6.251,7.395,6.668,6.897,10.754,11.118,6.031,6.895
1383,6.251,6.907,6.665,6.665,10.52,11.106,6.031,6.895
1384,6.251,6.907,6.665,6.665,10.528,11.111,5.912,6.895
1385,6.251,6.907,6.665,6.665,10.528,11.111,5.912,6.899
1386,6.249,7.145,6.667,6.667,10.524,10.524,5.912,6.899
1387,6.249,7.145,6.667,6.667,10.524,10.524,6.062,6.899
1388,6.249,7.145,6.667,6.667,10.526,11.109,6.062,6.896
1389,6.251,7.14,6.453,6.897,10.526,11.109,6.062,6.896
1390,6.251,7.14,6.453,6.897,10.524,10.537,6.061,6.896
1391,6.251,7.14,6.453,6.897,10.524,10.537,6.061,6.897
1392,6.25,7.692,6.667,6.666,11.049,11.099,6.061,6.897
1393,6.25,7.692,6.667,6.666,11.049,11.099,6.061,6.897
1394,6.25,7.672,6.667,6.666,10.051,11.07,5.882,6.897
1395,6.25,7.672,6.667,6.666,10.051,11.07,5.882,6.897
1396,6.45,7.672,6.667,6.666,10.526,10.565,5.882,6.897
1397,6.45,7.428,6.667,6.666,10.526,11.104,6.058,6.665
1398,6.45,7.428,6.654,6.896,10.531,11.104,6.058,6.665
1399,6.251,7.428,6.654,6.896,10.531,10.531,6.058,6.665
1400,6.251,7.407,6.654,6.896,10.522,10.531,6.06,6.667
1401,6.251,7.407,6.463,6.667,10.522,11.111,6.06,6.667
1402,6.26,7.406,6.463,6.667,10.531,11.111,6.06,6.667
1403,6.26,7.406,6.463,6.897,10.526,10.528,6.06,6.897
1404,6.26,7.406,6.663,6.897,10.526,10.528,6.063,6.897
1405,6.441,7.404,6.663,6.897,10.496,11.111,6.063,6.897
1406,6.441,7.404,6.663,6.897,10.496,11.111,6.063,6.665
1407,6.441,7.404,6.454,6.897,10.029,11.109,6.057,6.665
1408,6.249,7.407,6.454,6.897,10.029,10.524,6.057,6.665
1409,6.249,7.407,6.454,6.897,10.52,10.524,6.057,6.668
1410,6.249,7.145,6.452,6.897,10.52,11.106,5.886,6.668
1411,6.251,7.145,6.452,6.897,11.109,11.106,5.886,6.668
1412,6.251,7.145,6.452,6.897,11.109,10.528,5.886,6.668
1413,6.251,7.143,6.668,6.897,10.528,10.528,5.886,6.668
1414,6.251,7.143,6.668,6.897,10.528,11.116,6.058,6.897
1415,6.249,7.143,6.668,7.143,10.526,11.116,6.058,6.897
1416,6.249,7.145,6.452,7.143,10.526,10.52,6.058,6.897
1417,6.249,7.145,6.452,7.143,10.394,10.52,6.061,6.667
1418,6.248,7.145,6.452,6.897,10.394,11.121,6.061,6.667
1419,6.248,7.143,6.45,6.897,10.669,11.121,6.061,6.667
1420,6.248,7.143,6.45,6.897,10.669,10.707,5.884,6.897
1421,6.252,7.143,6.45,6.707,10.516,10.922,5.884,6.897
1422,6.252,7.144,6.455,6.707,10.522,10.922,5.884,6.897
1423,6.252,7.144,6.455,6.707,10.522,11.109,5.884,6.895
1424,6.255,7.667,6.455,6.856,10.539,11.109,5.884,6.895
1425,6.255,7.667,6.451,6.856,10.539,11.106,5.884,6.895
1426,6.255,7.667,6.451,6.856,10.524,11.106,5.884,7.143
1427,6.448,7.284,6.451,7.145,10.524,10.526,6.06,7.143
1428,6.448,7.284,6.666,7.145,10.524,10.526,6.06,7.143
1429,6.448,7.284,6.666,6.896,10.524,11.118,6.06,6.897
1430,6.448,7.556,6.666,6.896,10.531,11.118,6.245,6.897
1431,6.249,7.556,6.452,6.896,10.531,10.526,6.245,6.897
1432,6.249,7.406,6.452,6.897,10.524,11.111,6.245,6.895
1433,6.249,7.406,6.452,6.897,10.524,11.111,6.252,6.895
1434,6.25,7.406,6.452,6.897,10.526,10.524,6.252,6.895
1435,6.25,7.411,6.451,6.896,10.526,10.524,6.252,6.452
1436,6.25,7.411,6.451,6.896,10.531,11.106,6.252,6.452
1437,6.25,7.411,6.451,6.896,10.531,11.106,6.056,6.452
1438,6.25,6.897,6.451,6.897,11.106,10.526,6.056,6.668
1439,6.25,6.897,6.451,6.897,10.528,10.526,6.056,6.668
1440,6.249,6.897,6.451,6.897,10.528,10.528,5.888,6.668
1441,6.249,7.143,6.668,6.897,10.526,10.528,5.888,6.669
1442,6.249,7.143,6.668,6.897,10.526,11.111,5.888,6.669
1443,6.44,7.143,6.668,6.897,10.52,11.111,5.88,6.669
1444,6.44,7.143,6.452,6.896,10.52,10.528,5.88,6.665
1445,6.44,7.143,6.452,6.896,10.535,11.111,5.88,6.665
1446,6.262,7.142,6.452,6.896,10.535,11.111,5.88,6.665
1447,6.262,7.142,6.668,6.896,10.526,10.524,5.884,6.668
1448,6.262,7.142,6.668,6.896,10.526,10.524,5.884,6.668
1449,6.262,7.142,6.668,6.896,11.101,11.114,5.884,6.668
1450,6.249,7.142,6.45,6.897,11.101,11.114,6.061,6.896
1451,6.249,7.142,6.45,6.897,10.535,10.522,6.061,6.896
1452,6.249,7.141,6.45,6.897,10.535,10.522,6.061,6.896
1453,6.25,7.141,6.668,6.667,10.524,11.114,6.062,6.665
1454,6.25,7.141,6.668,6.667,10.524,11.114,6.062,6.665
1455,6.25,7.4,6.668,6.667,10.522,10.528,6.062,6.665
1456,6.452,7.4,6.45,6.667,10.533,11.111,6.062,6.897
1457,6.452,7.155,6.45,6.667,10.533,11.111,6.06,6.897
1458,6.452,7.155,6.45,6.667,10.522,11.101,6.06,6.897
1459,6.25,7.155,6.667,6.897,10.522,11.101,6.06,6.668
1460,6.25,7.406,6.667,6.897,10.526,10.531,5.884,6.668
1461,6.25,7.406,6.667,6.897,10.526,10.531,5.884,6.668
1462,6.251,7.406,6.452,6.897,10.533,11.114,5.884,6.667
1463,6.251,7.406,6.452,6.897,10.533,11.114,6.058,6.667
1464,6.251,7.406,6.452,6.897,10.522,10.526,6.058,6.667
1465,6.251,7.406,6.452,6.897,10.522,10.526,6.058,6.668
1466,6.249,7.145,6.452,6.897,11.111,11.111,6.058,6.668
1467,6.249,7.145,6.452,6.896,11.111,11.111,6.061,6.668
1468,6.249,7.141,6.451,6.896,10.531,10.524,6.061,6.896
1469,6.433,7.141,6.451,6.896,10.531,11.109,6.061,6.896
1470,6.433,7.141,6.451,6.668,10.522,11.109,6.104,6.896
1471,6.433,6.896,6.668,6.668,10.522,11.111,6.104,6.897
1472,6.268,6.896,6.668,6.668,10.526,11.111,6.104,6.897
1473,6.268,6.896,6.668,6.896,10.528,10.528,5.974,6.897
1474,6.268,7.143,6.453,6.896,10.528,10.528,5.974,6.897
1475,6.251,7.143,6.453,6.896,10.518,11.109,5.974,6.897
1476,6.251,7.143,6.453,6.897,10.518,11.109,5.974,6.665
1477,6.251,6.946,6.452,6.897,11.118,10.528,5.753,6.665
1478,6.249,6.946,6.452,6.897,11.118,10.528,5.753,6.665
1479,6.249,6.946,6.452,6.897,10.531,11.114,5.753,6.896
1480,6.249,7.341,6.452,6.897,10.531,10.524,5.714,6.896
1481,6.249,7.341,6.451,6.897,10.513,10.524,5.714,6.896
1482,6.249,7.341,6.451,6.888,10.513,11.109,5.714,6.667
1483,6.249,7.155,6.451,6.888,10.535,11.109,5.714,6.667
1484,6.249,7.155,6.667,6.888,10.535,11.099,6.061,6.667
1485,6.252,7.405,6.667,6.675,10.524,11.099,6.061,6.666
1486,6.252,7.405,6.667,6.675,10.524,10.537,6.061,6.666
1487,6.252,7.405,6.45,6.675,10.526,10.537,5.883,6.666
1488,6.449,7.411,6.45,6.667,10.526,11.106,5.883,6.668
1489,6.449,7.411,6.45,6.667,10.528,11.106,5.883,6.668
1490,6.449,7.411,6.451,6.667,10.524,10.531,5.883,6.668
1491,6.249,7.403,6.451,6.667,10.524,11.114,5.714,6.667
1492,6.249,7.403,6.451,6.667,10.526,11.114,5.714,6.667
1493,6.249,7.144,6.528,6.667,10.526,10.526,5.714,6.667
1494,6.252,7.144,6.528,6.667,10.528,10.526,6.061,6.667
1495,6.252,7.144,6.528,6.667,10.528,10.689,6.061,6.667
1496,6.252,7.407,6.587,6.667,10.526,10.689,6.061,6.667
1497,6.248,7.407,6.587,6.897,10.526,10.94,6.062,6.897
1498,6.248,7.407,6.587,6.897,10.528,10.94,6.062,6.897
1499,6.248,7.143,6.454,6.897,10.528,11.114,6.062,6.897
1500,6.452,7.143,6.454,6.666,10.524,11.114,6.247,6.667
1501,6.452,7.143,6.454,6.666,10.524,10.524,6.247,6.667
1502,6.452,7.145,6.452,6.666,10.522,10.524,6.247,6.667
1503,6.452,7.145,6.452,6.896,10.522,11.109,6.247,7.143
1504,6.452,7.145,6.452,6.896,10.533,11.104,6.246,7.143
1505,6.452,7.142,6.662,6.896,10.533,11.104,6.246,7.143
1506,6.452,7.142,6.662,6.67,10.524,10.535,6.246,6.895
1507,6.25,7.41,6.662,6.67,10.524,10.535,6.257,6.895
1508,6.25,7.41,6.454,6.67,10.522,11.114,6.257,6.895
1509,6.25,7.41,6.454,6.666,11.106,11.114,6.257,6.897
1510,6.451,7.142,6.454,6.666,11.106,10.522,6.059,6.897
1511,6.451,7.142,6.452,6.666,10.533,10.522,6.059,6.897
1512,6.451,7.142,6.452,6.667,10.533,11.114,6.059,6.894
1513,6.252,6.894,6.452,6.667,10.531,11.114,5.882,6.894
1514,6.252,6.894,6.668,6.667,10.531,10.524,5.882,6.894
1515,6.252,6.894,6.668,6.896,10.524,11.114,5.882,6.671
1516,6.248,7.143,6.668,6.896,10.524,11.114,5.882,6.671
1517,6.248,7.143,6.45,6.896,10.524,10.522,6.061,6.671
1518,6.248,7.143,6.45,6.667,10.524,10.522,6.061,6.668
1519,6.251,7.144,6.45,6.667,10.528,11.118,6.061,6.668
1520,6.251,7.144,6.452,6.667,10.528,11.118,5.882,6.668
1521,6.251,7.144,6.452,6.896,10.531,11.104,5.882,6.894
1522,6.251,7.144,6.452,6.896,10.531,11.104,5.882,6.894
1523,6.249,7.144,6.666,6.896,10.516,10.531,5.882,6.894
1524,6.249,7.141,6.666,6.452,10.516,10.531,5.884,6.655
1525,6.249,7.141,6.666,6.452,10.535,11.109,5.884,6.655
1526,6.452,7.141,6.666,6.452,10.522,11.109,5.884,6.655
1527,6.452,7.407,6.452,6.897,10.522,10.526,6.061,6.678
1528,6.452,7.407,6.452,6.897,10.526,11.111,6.061,6.678
1529,6.25,7.407,6.452,6.893,10.526,11.111,6.061,6.678
1530,6.25,7.41,6.668,6.893,10.528,10.528,5.882,6.893
1531,6.25,7.41,6.668,6.893,10.528,10.528,5.882,6.893
1532,6.249,7.371,6.668,6.897,11.101,11.114,5.882,6.893
1533,6.249,7.371,6.452,6.897,11.101,11.114,5.882,6.669
1534,6.249,7.371,6.452,6.897,10.533,11.104,5.881,6.669
1535,6.251,7.176,6.452,6.897,10.533,11.104,5.881,6.669
1536,6.251,7.176,6.668,6.897,10.533,10.531,5.881,6.666
1537,6.251,7.176,6.668,6.897,10.533,10.531,6.06,6.666
1538,6.448,7.14,6.668,7.145,10.522,11.106,6.06,6.898
1539,6.448,7.14,6.452,7.145,10.522,10.526,6.06,6.898
1540,6.448,7.14,6.452,7.145,10.524,10.526,6.062,6.898
1541,6.448,7.146,6.452,6.664,10.524,11.106,6.062,6.668
1542,6.253,7.146,6.666,6.664,10.526,11.106,6.062,6.668
1543,6.253,7.143,6.666,6.664,10.524,11.116,6.062,6.668
1544,6.253,7.143,6.666,6.899,10.524,11.116,6.061,6.668
1545,6.45,7.143,6.45,6.899,10.64,11.109,6.061,6.668
1546,6.45,6.897,6.45,6.899,10.64,11.109,6.061,6.668
1547,6.45,6.897,6.45,6.665,10.994,11.114,6.062,6.666
1548,6.252,6.897,6.452,6.665,10.994,11.114,6.062,6.666
1549,6.252,7.387,6.452,6.665,10.52,10.524,6.062,6.666
1550,6.252,7.387,6.452,6.896,10.52,11.114,5.882,6.666
1551,6.248,7.387,6.452,6.896,10.531,11.114,5.882,6.666
1552,6.248,7.162,6.452,6.896,10.531,11.109,5.882,6.666
1553,6.248,7.162,6.452,6.667,10.537,11.109,5.882,6.665
1554,6.452,7.162,6.661,6.667,10.537,11.114,6.058,6.665
1555,6.452,7.143,6.661,6.667,10.511,11.114,6.058,6.665
1556,6.452,7.143,6.661,6.668,10.511,10.522,6.058,6.897
1557,6.251,7.143,6.455,6.668,10.531,10.522,5.918,6.897
1558,6.251,7.143,6.455,6.668,11.087,11.116,5.918,6.897
1559,6.251,7.143,6.455,6.897,11.087,11.116,5.918,6.667
1560,6.251,7.142,6.456,6.897,10.544,10.526,6.025,6.667
1561,6.25,7.142,6.456,6.897,10.544,11.111,6.025,6.667
1562,6.25,7.142,6.456,6.898,10.528,11.111,6.025,6.667
1563,6.25,7.144,6.666,6.898,10.528,11.111,6.025,6.667
1564,6.251,7.144,6.666,6.898,10.526,11.111,5.882,6.667
1565,6.251,7.144,6.666,6.896,10.526,10.526,5.882,6.668
1566,6.251,7.407,6.45,6.896,10.616,10.526,5.882,6.668
1567,6.239,7.407,6.45,7.144,10.616,11.114,6.25,6.668
1568,6.239,7.406,6.45,7.144,11.018,11.114,6.25,6.668
1569,6.239,7.406,6.668,7.144,11.018,10.528,6.25,6.668
1570,6.261,7.406,6.668,6.897,10.52,10.528,5.88,6.668
1571,6.261,7.408,6.668,6.897,10.52,11.109,5.88,6.667
1572,6.261,7.408,6.449,6.897,10.528,10.528,5.88,6.667
1573,6.25,7.408,6.449,6.895,10.528,10.528,5.88,6.667
1574,6.25,7.408,6.449,6.895,10.528,11.114,6.062,6.897
1575,6.25,7.408,6.667,6.895,10.524,11.114,6.062,6.897
1576,6.25,7.408,6.667,6.897,10.524,10.522,6.062,6.897
1577,6.251,7.404,6.667,6.897,10.531,10.522,5.883,6.897
1578,6.251,7.404,6.667,6.897,10.531,10.528,5.883,6.897
1579,6.251,7.145,6.453,6.665,10.528,10.528,5.883,6.897
1580,6.25,7.145,6.453,6.665,10.528,11.114,6.061,6.895
1581,6.25,7.145,6.453,6.665,10.516,11.114,6.061,6.895
1582,6.25,7.141,6.665,6.667,10.516,11.109,6.061,6.895
1583,6.45,7.141,6.665,6.667,10.531,11.099,6.061,6.896
1584,6.45,7.141,6.665,6.667,10.531,11.099,6.061,6.896
1585,6.45,7.143,6.451,6.888,10.531,10.531,6.061,6.896
1586,6.25,7.143,6.451,6.888,10.531,10.531,6.061,6.668
1587,6.25,7.143,6.451,6.888,10.522,11.116,5.881,6.668
1588,6.25,7.144,6.668,6.677,10.522,11.116,5.881,6.668
1589,6.251,7.144,6.668,6.677,11.111,11.114,5.881,6.896
1590,6.251,7.407,6.668,6.677,11.111,11.114,5.88,6.896
1591,6.251,7.407,6.452,6.895,9.998,10.526,5.88,6.896
1592,6.251,7.407,6.452,6.895,11.118,10.526,5.88,6.668
1593,6.25,7.145,6.452,6.895,11.118,11.114,5.88,6.668
1594,6.25,7.145,6.668,6.897,10.531,11.111,5.716,6.668
1595,6.25,7.145,6.668,6.897,10.531,11.111,5.716,6.668
1596,6.251,7.406,6.668,6.897,10.522,10.526,5.716,6.668
