,Energy Storage  DC Current ,Cooling System 1 Heater Input Temperature ,Propulsion System 1 Speed,Propulsion System 2 Speed ,Energy Storage Battery Temperature,Fuel System 1 Injection command ,Fuel System 2  Injection command ,Energy Storage Battery Bank Voltage,Cooling System 2  Heater Output Temperature,Cooling System 2 Heater Input Temperature ,Cooling System 1 Heater Output Temperature,Cooling System  Ocean Tank Temperature,Cooling System  Used H20 Tank,Empty- CRIO1_Slot_5_Channel_21,Empty- CRIO1_Slot_5_Channel_22,Empty- CRIO1_Slot_5_Channel_23,Fuel System 1 High Pressure Rail,Fuel System 2  High Pressure Rail,Propulsion System 1 DC Load Current ,Mission System 1  Voltage DC,Propulsion System 2 Voltage DC,Propulsion System 2 DC load Current ,Propulsion System 1 Voltage DC ,Mission System 2  Voltage DC
938,-0.69,33.062638888888884,19.836,19.668,45.19741758241757,0.291,0.254,1.1040094339622648,33.199999999999996,33.50316546762589,34.16602739726028,30.344320557491287,32.49527777777777,0.001,0.0,0.001,162.35,154.2,-0.2,104.5,4.899,0.09,22.125999999999998,102.75000000000001
939,-0.09,33.05666666666666,20.201999999999998,20.004,45.19021978021977,0.307,0.242,1.1106132075471704,34.06601398601398,33.620719424460425,34.277945205479455,30.08062717770035,32.280277777777776,0.001,0.0,0.001,161.7,153.45,-0.22999999999999998,104.80000000000001,4.347,0.02,5.6579999999999995,102.55000000000001
940,-0.44999999999999996,33.05666666666666,19.926000000000002,18.942,45.20461538461538,0.241,0.258,1.1007075471698125,34.20433566433566,33.54028776978417,34.41342465753425,30.350313588850174,32.17277777777778,0.0,0.002,0.001,162.35,154.25,-0.08,104.5,5.612,0.09,9.223,102.8
941,-0.24,33.00291666666666,20.022000000000002,18.996,45.202815934065924,0.229,0.221,1.108018867924529,34.30657342657342,33.484604316546765,34.35452054794521,30.434216027874566,32.537083333333335,0.001,0.0,0.001,161.79999999999998,152.05,-0.17,104.85,-1.38,0.05,5.267,102.2
942,-0.84,32.9073611111111,20.124000000000002,20.196,45.20641483516483,0.223,0.223,1.1040094339622648,34.24041958041958,33.466043165467624,34.45465753424658,30.578048780487805,32.78791666666667,0.001,0.003,0.001,159.7,148.75,-0.15,103.69999999999999,5.934,-0.3,7.153,102.2
943,-0.32999999999999996,33.062638888888884,20.07,19.254,45.20461538461538,0.224,0.216,1.1023584905660382,34.07804195804195,33.45985611510791,34.67260273972603,30.65595818815331,33.06263888888889,0.0,-0.001,0.0,160.5,145.79999999999998,-0.12,103.3,7.935,0.10999999999999999,5.175,102.85
944,-0.18,32.38777777777777,19.662,20.136,45.18842032967032,0.215,0.194,1.0952830188679261,34.12013986013985,36.72661870503597,34.3427397260274,30.619999999999997,33.080555555555556,0.0,0.001,0.001,161.60000000000002,143.15,-0.21000000000000002,105.2,5.704,0.21999999999999997,4.485,98.6
945,-0.42,32.62069444444444,19.68,19.908,45.21361263736263,0.062,0.163,1.1077830188679254,35.256783216783205,34.19611510791366,35.03780821917809,30.79979094076655,32.90736111111111,0.001,0.0,0.001,157.79999999999998,140.9,-0.21000000000000002,104.25,8.096,0.3,50.508,103.49999999999999
946,-0.32999999999999996,32.77597222222222,19.98,20.028,45.21001373626373,0.195,0.213,1.1125000000000016,34.28853146853146,34.36935251798561,35.26164383561644,31.06348432055749,32.967083333333335,0.001,0.006,0.0,156.9,142.45000000000002,-0.12,104.15,97.97999999999999,-0.8200000000000001,6.854,103.1
947,-0.48,33.32541666666666,19.782,19.926000000000002,45.21361263736263,0.191,0.159,1.1049528301886795,36.164895104895095,33.41654676258993,35.420684931506855,30.877700348432057,33.03277777777778,0.001,0.0,0.001,157.35000000000002,141.55,-0.01,105.80000000000001,15.111,0.42999999999999994,4.623,101.69999999999999
948,-0.3,33.43291666666666,19.962,19.644,45.20641483516483,0.166,0.126,1.0976415094339629,33.77734265734265,32.76690647482014,34.08356164383562,30.42822299651568,32.38777777777777,0.001,0.001,0.0,158.1,149.95000000000002,-0.17,105.0,-0.069,0.39,3.657,103.05
949,-0.6599999999999999,33.36125,19.919999999999998,19.662,45.201016483516476,0.149,0.118,1.1016509433962272,33.34433566433566,32.92776978417265,33.86561643835616,30.440209059233446,32.35194444444444,0.001,0.0,0.001,158.2,144.4,-0.14,105.2,15.042,0.26,2.9210000000000003,103.4
950,-0.32999999999999996,33.289583333333326,19.631999999999998,19.974,45.20641483516483,0.147,0.192,1.1195754716981137,33.37440559440559,33.057697841726615,33.89506849315069,29.960766550522646,31.82638888888889,0.001,0.004,0.001,164.7,147.10000000000002,-0.16,103.4,9.154,-0.8699999999999999,-5.404999999999999,102.95
951,-0.84,33.45680555555555,19.956,20.178,45.19201923076922,0.162,0.101,1.1063679245283025,33.43454545454544,33.088633093525175,34.04821917808219,30.07463414634146,32.089166666666664,0.0,0.0,0.001,165.49999999999997,147.2,-0.17,104.60000000000001,89.26299999999999,0.32,230.0,101.35000000000001
952,-0.5399999999999999,33.52847222222221,19.968,19.602,45.202815934065924,0.156,0.13,1.1082547169811328,33.542797202797196,33.18143884892086,34.17780821917809,30.50613240418118,32.34597222222222,0.0,0.001,0.0,165.85000000000002,151.04999999999998,-0.17,103.75000000000001,5.888,-0.2,27.002,102.15
953,-0.38999999999999996,34.633333333333326,20.208,19.914,45.19021978021977,0.138,0.115,1.108018867924529,33.500699300699296,33.16287769784172,33.9068493150685,30.026689895470383,31.491944444444446,0.001,0.0,0.001,164.6,150.74999999999997,-0.21999999999999997,105.55000000000001,7.4750000000000005,0.03,5.29,101.75
954,-0.48,33.522499999999994,19.128,19.98,45.22081043956044,0.128,0.095,1.1103773584905676,33.62097902097901,31.6841726618705,32.1868493150685,29.52327526132404,31.491944444444446,0.0,0.001,0.001,164.55,155.54999999999998,-0.05,104.60000000000001,18.584,0.14,6.417000000000001,103.8
955,-0.69,35.52319444444444,19.806,19.89,45.19921703296703,0.116,0.095,1.110849056603774,32.23776223776223,33.12575539568345,32.4872602739726,29.607177700348434,31.557638888888885,0.001,-0.005,0.0,165.60000000000002,154.99999999999997,-0.16,104.0,5.75,0.21000000000000002,4.186,102.3
